,id,combined_features,popularity,vote_average,points,release_date
522,15189,hotel for dogs adoption puppy pitbull orphan foster home emma roberts jake t. austin don cheadle johnny simmons kyla pratt comedy family thor freudenthal 2009 film films movies movie actor actress director,13.25753,5.7,15264.720041999999,2009-01-16
2451,10760,sydney white college romance sorority student snow white amanda bynes sara paxton matt long jeremy howard danny strong comedy joe nussbaum 2007 film films movies movie actor actress director,10.74648,6.0,15217.01568,2007-09-21
2301,50725,take me home tonight becoming an adult lie night sister job topher grace anna faris dan fogler teresa palmer michelle trachtenberg comedy drama romance michael dowse 2011 film films movies movie actor actress director,11.766564,6.2,15174.160934400003,2011-03-04
4183,4929,hang 'em high prison judge marshal death penalty oklahoma clint eastwood inger stevens ed begley pat hingle ben johnson western ted post 1968 film films movies movie actor actress director,11.756943,6.7,15124.1314752,1968-07-31
1233,10060,get rich or die tryin' loss of mother attempted murder career musical rapper 50 cent joy bryant adewale akinnuoye-agbaje omar benson miller terrence howard drama jim sheridan 2005 film films movies movie actor actress director,12.885985,6.3,15099.797222999998,2005-11-09
2831,13812,quarantine quarantine remake tv reporter found footage virus jennifer carpenter steve harris jay hernandez johnathon schaech columbus short horror science fiction thriller john erick dowdle 2008 film films movies movie actor actress director,8.083995,5.5,15072.6086775,2008-10-10
2623,8053,the three burials of melquiades estrada border patrol united states\u2013mexico barrier promise desert tommy lee jones barry pepper dwight yoakam january jones melissa leo adventure crime drama mystery western tommy lee jones 2005 film films movies movie actor actress director,12.163832,7.0,15070.987847999999,2005-11-17
1865,10735,what a girl wants london england england daughter politician teenage girl amanda bynes colin firth kelly preston jonathan pryce oliver james comedy dennie gordon 2003 film films movies movie actor actress director,7.057765,5.8,15064.093616,2003-03-27
4319,7553,waiting... decision waiter hostess trainee gross out ryan reynolds anna faris justin long david koechner luis guzm\u00e1n comedy rob mckittrick 2005 film films movies movie actor actress director,10.230583,6.2,15032.8186602,2005-10-07
1411,11979,queen of the damned queen rock star secret society vampire light stuart townsend aaliyah marguerite moreau vincent p\u00e9rez paul mcgann drama fantasy horror michael rymer 2002 film films movies movie actor actress director,11.644243,5.4,15028.0600158,2002-02-10
1441,6575,walk hard: the dewey cox story music record rock and roll pop hip-hop fab four john c. reilly jenna fischer tim meadows kristen wiig raymond j. barry comedy music jake kasdan 2007 film films movies movie actor actress director,10.73522,6.6,15020.719824,2007-12-21
2897,10133,cypher double life undercover lie wife company jeremy northam lucy liu nigel bennett timothy webber david hewlett thriller science fiction mystery vincenzo natali 2002 film films movies movie actor actress director,11.636883,6.7,14969.6862912,2002-10-01
1389,22949,old dogs japanese camp best friend co-worker kids robin williams john travolta seth green justin long matt dillon comedy family walt becker 2009 film films movies movie actor actress director,13.707843,5.2,14968.964556,2009-11-24
4073,11561,sleeper sex revolution future dystopia government woody allen diane keaton john beck mary gregory brian avery comedy romance science fiction woody allen 1973 film films movies movie actor actress director,10.664202,7.0,14929.8828,1973-12-17
2738,222899,about last night duringcreditsstinger kevin hart michael ealy regina hall joy bryant christopher mcdonald comedy romance steve pink 2014 film films movies movie actor actress director,11.828068,6.0,14903.365679999999,2014-02-14
1242,1683,the reaping river miracle bible louisiana frog hilary swank david morrissey idris elba annasophia robb stephen rea horror stephen hopkins 2007 film films movies movie actor actress director,13.445697,5.4,14884.386579,2007-04-05
2769,2266,"paris, je t'aime paris city portrait jazz subway new love steve buscemi natalie portman willem dafoe maggie gyllenhaal axel kiener drama romance isabel coixet 2006 film films movies movie actor actress director",10.573191,6.8,14882.8236516,2006-05-16
3290,44147,wild target london england mother robbery detective assassin bill nighy emily blunt rupert grint rupert everett eileen atkins action comedy jonathan lynn 2010 film films movies movie actor actress director,10.791954,6.4,14849.728704000001,2010-06-17
2415,9429,a night at the roxbury night life nightclub flower flower shop make a match will ferrell chris kattan jennifer coolidge michael clarke duncan eva mendes comedy john fortenberry 1998 film films movies movie actor actress director,12.709227,5.9,14846.918981400002,1998-10-01
962,4599,raising helen new york pastor world of fasion loss of parents mannequin kate hudson john corbett joan cusack hayden panettiere spencer breslin drama comedy romance garry marshall 2004 film films movies movie actor actress director,13.298205,5.9,14828.8283955,2004-05-27
1032,11467,america's sweethearts film business film producer wife husband relationship fictitious marriage married couple julia roberts billy crystal catherine zeta-jones john cusack hank azaria comedy romance joe roth 2001 film films movies movie actor actress director,10.698929,5.5,14828.715594000001,2001-07-17
3562,211954,instructions not included bachelor vespa loreto peralta eugenio derbez jessica lindsey daniel raymont hugo stiglitz comedy drama eugenio derbez 2013 film films movies movie actor actress director,9.59729,7.5,14755.833375,2013-07-20
4093,11194,touching the void wound mountaineer peru sport glacier brendan mackey nicholas aaron richard hawking ollie ryall joe simpson documentary action adventure kevin macdonald 2003 film films movies movie actor actress director,14.045887,7.6,14731.3262856,2003-09-05
3527,9443,chariots of fire underdog scotland jewry patriotism olympic games ben cross ian charleson cheryl campbell alice krige nigel havers drama history hugh hudson 1981 film films movies movie actor actress director,10.439971,6.8,14695.3031796,1981-05-15
2696,11470,jason x places and planets space marine future cryogenics space kane hodder lexa doig chuck campbell lisa ryder david cronenberg horror science fiction james isaac 2001 film films movies movie actor actress director,11.220643,4.5,14693.4320085,2001-07-24
3173,14181,boiler room finances stock broker investment firm giovanni ribisi vin diesel nia long tom everett scott ben affleck crime drama thriller ben younger 2000 film films movies movie actor actress director,11.233081,6.5,14676.020326500002,2000-02-18
3441,21641,the damned united england leeds united sport brighton soccer michael sheen timothy spall colm meaney jim broadbent maurice roeves drama tom hooper 2009 film films movies movie actor actress director,13.409125,7.2,14674.946399999999,2009-03-27
4477,9022,all the boys love mandy lane suicide attempt gun texas mass murder farm worker amber heard anson mount michael welch whitney able edwin hodge horror mystery thriller jonathan levine 2008 film films movies movie actor actress director,12.284939,5.7,14635.0478307,2008-02-15
1736,10317,our brand is crisis bolivia woman political campaign south america year 2002 sandra bullock anthony mackie billy bob thornton zoe kazan scoot mcnairy comedy drama david gordon green 2015 film films movies movie actor actress director,12.921594,5.8,14614.322814000001,2015-09-11
2205,15070,undisputed sport wesley snipes ving rhames peter falk michael rooker jon seda action adventure drama thriller walter hill 2002 film films movies movie actor actress director,17.227376,6.1,14607.092110399997,2002-08-23
960,14199,the adventures of sharkboy and lavagirl imaginary friend outcast taylor lautner taylor dooley cayden boyd david arquette kristin davis adventure family science fiction robert rodriguez 2005 film films movies movie actor actress director,12.31101,4.4,14571.311436,2005-06-10
2554,6961,the wedding date based on novel callboy wedding escort fake boyfriend debra messing dermot mulroney amy adams jack davenport jeremy sheffield comedy romance clare kilner 2005 film films movies movie actor actress director,10.194097,6.2,14536.782322,2005-02-04
1886,13374,ice princess sport figure skating teenage girl teen movie teenager michelle trachtenberg joan cusack amy stewart hayden panettiere kim cattrall drama comedy family tim fywell 2005 film films movies movie actor actress director,13.288177,5.9,14504.045195499999,2005-03-17
2632,6687,transsiberian china married couple backpacker firearm police woody harrelson emily mortimer kate mara eduardo noriega thomas kretschmann thriller crime mystery brad anderson 2008 film films movies movie actor actress director,11.428903,6.5,14486.1345525,2008-01-18
3620,9900,grandma's boy video game grandmother grandson relationship man child stoner game tester linda cardellini allen covert peter dante shirley knight joel david moore comedy nicholaus goossen 2006 film films movies movie actor actress director,9.974681,6.6,14483.236812000001,2006-01-06
